source,target,edge_type,weight,metadata
finding:E_d4120bfc1a0a,mechanism:REM_NREM_switching,finding_supports_mechanism,0.3,{}
mechanism:REM_NREM_switching,variable:REM latency,mechanism_measured_by_variable,1.0,{}
variable:REM latency,modality:PSG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1038/s41398-021-01619-w,finding:E_dd270257d720,paper_reports_finding,1.0,{}
finding:E_dd270257d720,mechanism:default mode network dysregulation,finding_supports_mechanism,0.21,{}
mechanism:default mode network dysregulation,variable:functional connectivity,mechanism_measured_by_variable,1.0,{}
variable:functional connectivity,modality:fMRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1038/s41398-021-01619-w,finding:E_ae59f691711f,paper_reports_finding,1.0,{}
finding:E_ae59f691711f,mechanism:confound / methodological limitation,finding_supports_mechanism,0.71,{}
mechanism:confound / methodological limitation,variable:age,mechanism_measured_by_variable,1.0,{}
variable:age,modality:Method,variable_belongs_to_modality,1.0,{}
paper:doi:10.1038/s41398-021-01619-w,finding:E_f072cb0bc9b2,paper_reports_finding,1.0,{}
finding:E_f072cb0bc9b2,mechanism:salience network dysregulation,finding_supports_mechanism,0.74,{}
mechanism:salience network dysregulation,variable:salience_FC,mechanism_measured_by_variable,1.0,{}
variable:salience_FC,modality:fMRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1038/s41398-021-01619-w,finding:E_2207a66d5a8c,paper_reports_finding,1.0,{}
finding:E_2207a66d5a8c,mechanism:default mode network dysregulation,finding_null_for_mechanism,0.32,{}
mechanism:default mode network dysregulation,variable:DMN_FC,mechanism_measured_by_variable,1.0,{}
variable:DMN_FC,modality:fMRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1038/s41398-021-01619-w,finding:E_5e195f51f939,paper_reports_finding,1.0,{}
finding:E_5e195f51f939,mechanism:white matter integrity,finding_null_for_mechanism,0.32,{}
mechanism:white matter integrity,variable:FA,mechanism_measured_by_variable,1.0,{}
variable:FA,modality:DTI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1038/s41398-021-01619-w,finding:E_26ecf3753de3,paper_reports_finding,1.0,{}
finding:E_26ecf3753de3,mechanism:default mode network dysregulation,finding_null_for_mechanism,0.85,{}
mechanism:default mode network dysregulation,variable:DMN_FC,mechanism_measured_by_variable,1.0,{}
variable:DMN_FC,modality:fMRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1038/s41398-021-01619-w,finding:E_f84d0157f326,paper_reports_finding,1.0,{}
finding:E_f84d0157f326,mechanism:default mode network dysregulation,finding_supports_mechanism,0.21,{}
mechanism:default mode network dysregulation,variable:DMN_FC,mechanism_measured_by_variable,1.0,{}
variable:DMN_FC,modality:fMRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1093/oso/9780198864998.001.0001,finding:E_f9a65b7d8b3b,paper_reports_finding,1.0,{}
finding:E_f9a65b7d8b3b,mechanism:slow-wave generation,finding_supports_mechanism,0.213,{}
mechanism:slow-wave generation,variable:slow_wave_density,mechanism_measured_by_variable,1.0,{}
variable:slow_wave_density,modality:EEG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1093/oso/9780198864998.001.0001,finding:E_8f59d7211a2c,paper_reports_finding,1.0,{}
finding:E_8f59d7211a2c,mechanism:spindle generation,finding_supports_mechanism,0.213,{}
mechanism:spindle generation,variable:spindle_density,mechanism_measured_by_variable,1.0,{}
variable:spindle_density,modality:EEG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1093/oso/9780198864998.001.0001,finding:E_4f51dce3b2bd,paper_reports_finding,1.0,{}
finding:E_4f51dce3b2bd,mechanism:thalamocortical coupling,finding_supports_mechanism,0.213,{}
mechanism:thalamocortical coupling,variable:thalamus_DMN_FC,mechanism_measured_by_variable,1.0,{}
variable:thalamus_DMN_FC,modality:EEG-fMRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1093/oso/9780198864998.001.0001,finding:E_804cdd1f232d,paper_reports_finding,1.0,{}
finding:E_804cdd1f232d,mechanism:thalamic_reticular_spindle,finding_supports_mechanism,0.213,{}
mechanism:thalamic_reticular_spindle,variable:spindle,mechanism_measured_by_variable,1.0,{}
variable:spindle,modality:electrophysiology,variable_belongs_to_modality,1.0,{}
paper:doi:10.1093/oso/9780198864998.001.0001,finding:E_7a938abd0750,paper_reports_finding,1.0,{}
finding:E_7a938abd0750,mechanism:thalamocortical coupling,finding_supports_mechanism,0.213,{}
mechanism:thalamocortical coupling,variable:thalamus_DMN_FC,mechanism_measured_by_variable,1.0,{}
variable:thalamus_DMN_FC,modality:EEG-fMRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1093/oso/9780198864998.001.0001,finding:E_140b40e3e6cf,paper_reports_finding,1.0,{}
finding:E_140b40e3e6cf,mechanism:spindle generation,finding_supports_mechanism,0.213,{}
mechanism:spindle generation,variable:spindle_density,mechanism_measured_by_variable,1.0,{}
variable:spindle_density,modality:EEG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1093/oso/9780198864998.001.0001,finding:E_2571ad21b5b9,paper_reports_finding,1.0,{}
finding:E_2571ad21b5b9,mechanism:thalamic_reticular_spindle,finding_supports_mechanism,0.213,{}
mechanism:thalamic_reticular_spindle,variable:spindle,mechanism_measured_by_variable,1.0,{}
variable:spindle,modality:electrophysiology,variable_belongs_to_modality,1.0,{}
paper:doi:10.1097/wnr.0b013e32833655c4,finding:E_6bcb2895f6d1,paper_reports_finding,1.0,{}
finding:E_6bcb2895f6d1,mechanism:gabaergic_sleep_promotion,finding_supports_mechanism,0.721,{}
mechanism:gabaergic_sleep_promotion,variable:GABA neuron,mechanism_measured_by_variable,1.0,{}
variable:GABA neuron,modality:electrophysiology,variable_belongs_to_modality,1.0,{}
paper:doi:10.1097/wnr.0b013e32833655c4,finding:E_88f5446314ac,paper_reports_finding,1.0,{}
finding:E_88f5446314ac,mechanism:gabaergic_sleep_promotion,finding_supports_mechanism,0.721,{}
mechanism:gabaergic_sleep_promotion,variable:GABA neuron,mechanism_measured_by_variable,1.0,{}
variable:GABA neuron,modality:electrophysiology,variable_belongs_to_modality,1.0,{}
paper:doi:10.1097/wnr.0b013e32833655c4,finding:E_adc6df90d973,paper_reports_finding,1.0,{}
finding:E_adc6df90d973,mechanism:REM_NREM_switching,finding_supports_mechanism,0.721,{}
mechanism:REM_NREM_switching,variable:REM latency,mechanism_measured_by_variable,1.0,{}
variable:REM latency,modality:PSG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1097/wnr.0b013e32833655c4,finding:E_06f6093337ee,paper_reports_finding,1.0,{}
finding:E_06f6093337ee,mechanism:gabaergic_sleep_promotion,finding_supports_mechanism,0.831,{}
mechanism:gabaergic_sleep_promotion,variable:GABA neuron,mechanism_measured_by_variable,1.0,{}
variable:GABA neuron,modality:electrophysiology,variable_belongs_to_modality,1.0,{}
paper:doi:10.1038/s41598-020-79989-2,finding:E_6a93af128dc3,paper_reports_finding,1.0,{}
finding:E_6a93af128dc3,mechanism:white matter integrity,finding_supports_mechanism,0.693,{}
mechanism:white matter integrity,variable:FA,mechanism_measured_by_variable,1.0,{}
variable:FA,modality:DTI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1038/s41598-020-79989-2,finding:E_283e1961ed22,paper_reports_finding,1.0,{}
finding:E_283e1961ed22,mechanism:confound / methodological limitation,finding_supports_mechanism,0.693,{}
mechanism:confound / methodological limitation,variable:age,mechanism_measured_by_variable,1.0,{}
variable:age,modality:Method,variable_belongs_to_modality,1.0,{}
paper:doi:10.1038/s41598-020-79989-2,finding:E_ddaa0647331c,paper_reports_finding,1.0,{}
finding:E_ddaa0647331c,mechanism:confound / methodological limitation,finding_supports_mechanism,0.693,{}
mechanism:confound / methodological limitation,variable:age,mechanism_measured_by_variable,1.0,{}
variable:age,modality:Method,variable_belongs_to_modality,1.0,{}
paper:doi:10.1038/s41598-020-79989-2,finding:E_4b5d85a0e777,paper_reports_finding,1.0,{}
finding:E_4b5d85a0e777,mechanism:confound / methodological limitation,finding_supports_mechanism,0.803,{}
mechanism:confound / methodological limitation,variable:age,mechanism_measured_by_variable,1.0,{}
variable:age,modality:Method,variable_belongs_to_modality,1.0,{}
paper:doi:10.1093/sleep/zsac079.655,finding:E_42c81d623060,paper_reports_finding,1.0,{}
finding:E_42c81d623060,mechanism:slow-wave generation,finding_supports_mechanism,0.3,{}
mechanism:slow-wave generation,variable:slow_wave_density,mechanism_measured_by_variable,1.0,{}
variable:slow_wave_density,modality:EEG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1093/sleep/zsac079.655,finding:E_b94d000ea536,paper_reports_finding,1.0,{}
finding:E_b94d000ea536,mechanism:slow-wave generation,finding_supports_mechanism,0.83,{}
mechanism:slow-wave generation,variable:slow_wave_density,mechanism_measured_by_variable,1.0,{}
variable:slow_wave_density,modality:EEG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1093/sleep/zsac079.655,finding:E_6900295d1749,paper_reports_finding,1.0,{}
finding:E_6900295d1749,mechanism:insomnia severity,finding_supports_mechanism,0.72,{}
mechanism:insomnia severity,variable:ISI,mechanism_measured_by_variable,1.0,{}
variable:ISI,modality:Scale,variable_belongs_to_modality,1.0,{}
paper:doi:10.1093/sleep/zsac079.655,finding:E_b0ad8d5b4197,paper_reports_finding,1.0,{}
finding:E_b0ad8d5b4197,mechanism:confound / methodological limitation,finding_supports_mechanism,0.16,{}
mechanism:confound / methodological limitation,variable:age,mechanism_measured_by_variable,1.0,{}
variable:age,modality:Method,variable_belongs_to_modality,1.0,{}
paper:doi:10.1093/sleep/zsac079.655,finding:E_4be25a5676f3,paper_reports_finding,1.0,{}
finding:E_4be25a5676f3,mechanism:white matter integrity,finding_supports_mechanism,0.19,{}
mechanism:white matter integrity,variable:FA,mechanism_measured_by_variable,1.0,{}
variable:FA,modality:DTI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1093/sleep/zsac079.655,finding:E_9c1919450fae,paper_reports_finding,1.0,{}
finding:E_9c1919450fae,mechanism:slow-wave generation,finding_supports_mechanism,0.16,{}
mechanism:slow-wave generation,variable:slow_wave_density,mechanism_measured_by_variable,1.0,{}
variable:slow_wave_density,modality:EEG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1038/s41598-020-72802-0,finding:E_1e463fe6a65d,paper_reports_finding,1.0,{}
finding:E_1e463fe6a65d,mechanism:confound / methodological limitation,finding_supports_mechanism,0.699,{}
mechanism:confound / methodological limitation,variable:age,mechanism_measured_by_variable,1.0,{}
variable:age,modality:Method,variable_belongs_to_modality,1.0,{}
paper:doi:10.1038/s41598-020-72802-0,finding:E_c90a758fd758,paper_reports_finding,1.0,{}
finding:E_c90a758fd758,mechanism:REM_NREM_switching,finding_supports_mechanism,0.699,{}
mechanism:REM_NREM_switching,variable:REM latency,mechanism_measured_by_variable,1.0,{}
variable:REM latency,modality:PSG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1038/s41598-020-72802-0,finding:E_e247dcfdff5a,paper_reports_finding,1.0,{}
finding:E_e247dcfdff5a,mechanism:spindle generation,finding_supports_mechanism,0.729,{}
mechanism:spindle generation,variable:spindle_density,mechanism_measured_by_variable,1.0,{}
variable:spindle_density,modality:EEG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1038/s41598-020-72802-0,finding:E_ab4d5df157fc,paper_reports_finding,1.0,{}
finding:E_ab4d5df157fc,mechanism:thalamic_reticular_spindle,finding_supports_mechanism,0.729,{}
mechanism:thalamic_reticular_spindle,variable:spindle,mechanism_measured_by_variable,1.0,{}
variable:spindle,modality:electrophysiology,variable_belongs_to_modality,1.0,{}
paper:doi:10.1038/s41598-020-72802-0,finding:E_724605892764,paper_reports_finding,1.0,{}
finding:E_724605892764,mechanism:spindle generation,finding_supports_mechanism,0.729,{}
mechanism:spindle generation,variable:sigma power,mechanism_measured_by_variable,1.0,{}
variable:sigma power,modality:EEG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1038/s41598-020-72802-0,finding:E_80e5bd7e6c4c,paper_reports_finding,1.0,{}
finding:E_80e5bd7e6c4c,mechanism:thalamic_reticular_spindle,finding_supports_mechanism,0.729,{}
mechanism:thalamic_reticular_spindle,variable:spindle,mechanism_measured_by_variable,1.0,{}
variable:spindle,modality:electrophysiology,variable_belongs_to_modality,1.0,{}
paper:doi:10.1038/s41598-020-72802-0,finding:E_3fd3d3a77038,paper_reports_finding,1.0,{}
finding:E_3fd3d3a77038,mechanism:REM_NREM_switching,finding_supports_mechanism,0.729,{}
mechanism:REM_NREM_switching,variable:REM latency,mechanism_measured_by_variable,1.0,{}
variable:REM latency,modality:PSG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1038/s41598-020-72802-0,finding:E_1041e8ef0152,paper_reports_finding,1.0,{}
finding:E_1041e8ef0152,mechanism:REM_NREM_switching,finding_supports_mechanism,0.729,{}
mechanism:REM_NREM_switching,variable:REM latency,mechanism_measured_by_variable,1.0,{}
variable:REM latency,modality:PSG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1038/s41598-020-72802-0,finding:E_7cca885fd645,paper_reports_finding,1.0,{}
finding:E_7cca885fd645,mechanism:spindle generation,finding_supports_mechanism,0.729,{}
mechanism:spindle generation,variable:spindle activity,mechanism_measured_by_variable,1.0,{}
variable:spindle activity,modality:EEG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1038/s41598-020-72802-0,finding:E_728e45e91de9,paper_reports_finding,1.0,{}
finding:E_728e45e91de9,mechanism:thalamocortical coupling,finding_supports_mechanism,0.729,{}
mechanism:thalamocortical coupling,variable:thalamus_DMN_FC,mechanism_measured_by_variable,1.0,{}
variable:thalamus_DMN_FC,modality:EEG-fMRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1038/s41598-020-72802-0,finding:E_7eca67d3fc8b,paper_reports_finding,1.0,{}
finding:E_7eca67d3fc8b,mechanism:thalamic_reticular_spindle,finding_supports_mechanism,0.729,{}
mechanism:thalamic_reticular_spindle,variable:spindle,mechanism_measured_by_variable,1.0,{}
variable:spindle,modality:electrophysiology,variable_belongs_to_modality,1.0,{}
paper:doi:10.1155/2017/4797545,finding:E_7887c4300330,paper_reports_finding,1.0,{}
finding:E_7887c4300330,mechanism:orexin_hypocretin_arousal,finding_supports_mechanism,0.192,{}
mechanism:orexin_hypocretin_arousal,variable:orexin neuron,mechanism_measured_by_variable,1.0,{}
variable:orexin neuron,modality:electrophysiology,variable_belongs_to_modality,1.0,{}
paper:doi:10.1155/2017/4797545,finding:E_60e0546cf0d3,paper_reports_finding,1.0,{}
finding:E_60e0546cf0d3,mechanism:circadian_regulation,finding_supports_mechanism,0.192,{}
mechanism:circadian_regulation,variable:circadian rhythm,mechanism_measured_by_variable,1.0,{}
variable:circadian rhythm,modality:behavior,variable_belongs_to_modality,1.0,{}
paper:doi:10.1155/2017/4797545,finding:E_96c412a1ba9e,paper_reports_finding,1.0,{}
finding:E_96c412a1ba9e,mechanism:white matter integrity,finding_supports_mechanism,0.302,{}
mechanism:white matter integrity,variable:FA,mechanism_measured_by_variable,1.0,{}
variable:FA,modality:DTI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1155/2017/4797545,finding:E_357c324f6863,paper_reports_finding,1.0,{}
finding:E_357c324f6863,mechanism:REM_NREM_switching,finding_supports_mechanism,0.302,{}
mechanism:REM_NREM_switching,variable:REM latency,mechanism_measured_by_variable,1.0,{}
variable:REM latency,modality:PSG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1097/yic.0b013e32832e9b08,finding:E_72f63fb33614,paper_reports_finding,1.0,{}
finding:E_72f63fb33614,mechanism:insomnia severity,finding_supports_mechanism,0.806,{}
mechanism:insomnia severity,variable:ISI,mechanism_measured_by_variable,1.0,{}
variable:ISI,modality:Scale,variable_belongs_to_modality,1.0,{}
paper:doi:10.1097/yic.0b013e32832e9b08,finding:E_c28759c65112,paper_reports_finding,1.0,{}
finding:E_c28759c65112,mechanism:confound / methodological limitation,finding_supports_mechanism,0.806,{}
mechanism:confound / methodological limitation,variable:age,mechanism_measured_by_variable,1.0,{}
variable:age,modality:Method,variable_belongs_to_modality,1.0,{}
paper:doi:10.1097/yic.0b013e32832e9b08,finding:E_8c0aed95fb52,paper_reports_finding,1.0,{}
finding:E_8c0aed95fb52,mechanism:circadian_regulation,finding_supports_mechanism,0.806,{}
mechanism:circadian_regulation,variable:melatonin,mechanism_measured_by_variable,1.0,{}
variable:melatonin,modality:behavior,variable_belongs_to_modality,1.0,{}
paper:doi:10.1097/yic.0b013e32832e9b08,finding:E_0e1410c9f4fd,paper_reports_finding,1.0,{}
finding:E_0e1410c9f4fd,mechanism:sleep quality,finding_supports_mechanism,0.726,{}
mechanism:sleep quality,variable:sleep quality,mechanism_measured_by_variable,1.0,{}
variable:sleep quality,modality:Scale,variable_belongs_to_modality,1.0,{}
paper:doi:10.1097/yic.0b013e32832e9b08,finding:E_a4971059d425,paper_reports_finding,1.0,{}
finding:E_a4971059d425,mechanism:confound / methodological limitation,finding_supports_mechanism,0.696,{}
mechanism:confound / methodological limitation,variable:age,mechanism_measured_by_variable,1.0,{}
variable:age,modality:Method,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.neuroimage.2020.117155,finding:E_994b73663b0f,paper_reports_finding,1.0,{}
finding:E_994b73663b0f,mechanism:default mode network dysregulation,finding_supports_mechanism,0.194,{}
mechanism:default mode network dysregulation,variable:functional connectivity,mechanism_measured_by_variable,1.0,{}
variable:functional connectivity,modality:fMRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1155/2013/932790,finding:E_5a48f26577d3,paper_reports_finding,1.0,{}
finding:E_5a48f26577d3,mechanism:confound / methodological limitation,finding_supports_mechanism,0.753,{}
mechanism:confound / methodological limitation,variable:age,mechanism_measured_by_variable,1.0,{}
variable:age,modality:Method,variable_belongs_to_modality,1.0,{}
paper:doi:10.1155/2013/932790,finding:E_637b5c14b7f5,paper_reports_finding,1.0,{}
finding:E_637b5c14b7f5,mechanism:white matter integrity,finding_supports_mechanism,0.643,{}
mechanism:white matter integrity,variable:FA,mechanism_measured_by_variable,1.0,{}
variable:FA,modality:DTI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1155/2013/932790,finding:E_44480066e134,paper_reports_finding,1.0,{}
finding:E_44480066e134,mechanism:confound / methodological limitation,finding_supports_mechanism,0.643,{}
mechanism:confound / methodological limitation,variable:age,mechanism_measured_by_variable,1.0,{}
variable:age,modality:Method,variable_belongs_to_modality,1.0,{}
paper:doi:10.1155/2013/932790,finding:E_d159ef3177f9,paper_reports_finding,1.0,{}
finding:E_d159ef3177f9,mechanism:REM_NREM_switching,finding_supports_mechanism,0.643,{}
mechanism:REM_NREM_switching,variable:REM latency,mechanism_measured_by_variable,1.0,{}
variable:REM latency,modality:PSG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1155/2013/932790,finding:E_548382543a54,paper_reports_finding,1.0,{}
finding:E_548382543a54,mechanism:REM_NREM_switching,finding_supports_mechanism,0.673,{}
mechanism:REM_NREM_switching,variable:REM latency,mechanism_measured_by_variable,1.0,{}
variable:REM latency,modality:PSG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1155/2013/932790,finding:E_1c9eacecfe7d,paper_reports_finding,1.0,{}
finding:E_1c9eacecfe7d,mechanism:confound / methodological limitation,finding_supports_mechanism,0.643,{}
mechanism:confound / methodological limitation,variable:age,mechanism_measured_by_variable,1.0,{}
variable:age,modality:Method,variable_belongs_to_modality,1.0,{}
paper:doi:10.1155/2013/932790,finding:E_844d3eccb7c1,paper_reports_finding,1.0,{}
finding:E_844d3eccb7c1,mechanism:REM_NREM_switching,finding_supports_mechanism,0.643,{}
mechanism:REM_NREM_switching,variable:REM latency,mechanism_measured_by_variable,1.0,{}
variable:REM latency,modality:PSG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1155/2013/932790,finding:E_80d0e41366e3,paper_reports_finding,1.0,{}
finding:E_80d0e41366e3,mechanism:confound / methodological limitation,finding_supports_mechanism,0.643,{}
mechanism:confound / methodological limitation,variable:age,mechanism_measured_by_variable,1.0,{}
variable:age,modality:Method,variable_belongs_to_modality,1.0,{}
paper:doi:10.1155/2013/932790,finding:E_26b108d10e2a,paper_reports_finding,1.0,{}
finding:E_26b108d10e2a,mechanism:REM_NREM_switching,finding_supports_mechanism,0.643,{}
mechanism:REM_NREM_switching,variable:REM latency,mechanism_measured_by_variable,1.0,{}
variable:REM latency,modality:PSG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1155/2013/932790,finding:E_0ff0a4bbf83c,paper_reports_finding,1.0,{}
finding:E_0ff0a4bbf83c,mechanism:REM_NREM_switching,finding_supports_mechanism,0.673,{}
mechanism:REM_NREM_switching,variable:REM latency,mechanism_measured_by_variable,1.0,{}
variable:REM latency,modality:PSG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1155/2013/932790,finding:E_f0ff5b732562,paper_reports_finding,1.0,{}
finding:E_f0ff5b732562,mechanism:confound / methodological limitation,finding_supports_mechanism,0.643,{}
mechanism:confound / methodological limitation,variable:age,mechanism_measured_by_variable,1.0,{}
variable:age,modality:Method,variable_belongs_to_modality,1.0,{}
paper:doi:10.1155/2013/932790,finding:E_088b977865ff,paper_reports_finding,1.0,{}
finding:E_088b977865ff,mechanism:REM_NREM_switching,finding_supports_mechanism,0.643,{}
mechanism:REM_NREM_switching,variable:REM latency,mechanism_measured_by_variable,1.0,{}
variable:REM latency,modality:PSG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.brainresbull.2026.112041,finding:E_888605992f32,paper_reports_finding,1.0,{}
finding:E_888605992f32,mechanism:REM_NREM_switching,finding_supports_mechanism,0.19,{}
mechanism:REM_NREM_switching,variable:REM latency,mechanism_measured_by_variable,1.0,{}
variable:REM latency,modality:PSG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.brainresbull.2026.112041,finding:E_9d79dfcfa326,paper_reports_finding,1.0,{}
finding:E_9d79dfcfa326,mechanism:gabaergic_sleep_promotion,finding_supports_mechanism,0.19,{}
mechanism:gabaergic_sleep_promotion,variable:inhibitory neuron,mechanism_measured_by_variable,1.0,{}
variable:inhibitory neuron,modality:electrophysiology,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.brainresbull.2026.112041,finding:E_cc7ba4128f40,paper_reports_finding,1.0,{}
finding:E_cc7ba4128f40,mechanism:thalamocortical coupling,finding_supports_mechanism,0.66,{}
mechanism:thalamocortical coupling,variable:thalamus_DMN_FC,mechanism_measured_by_variable,1.0,{}
variable:thalamus_DMN_FC,modality:EEG-fMRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.brainresbull.2026.112041,finding:E_caad71811afa,paper_reports_finding,1.0,{}
finding:E_caad71811afa,mechanism:limbic structural vulnerability,finding_supports_mechanism,0.66,{}
mechanism:limbic structural vulnerability,variable:hippocampus_volume,mechanism_measured_by_variable,1.0,{}
variable:hippocampus_volume,modality:MRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.brainresbull.2026.112041,finding:E_4469bc397b11,paper_reports_finding,1.0,{}
finding:E_4469bc397b11,mechanism:insomnia severity,finding_supports_mechanism,0.66,{}
mechanism:insomnia severity,variable:ISI,mechanism_measured_by_variable,1.0,{}
variable:ISI,modality:Scale,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.brainresbull.2026.112041,finding:E_865f92d842a7,paper_reports_finding,1.0,{}
finding:E_865f92d842a7,mechanism:gabaergic_sleep_promotion,finding_supports_mechanism,0.66,{}
mechanism:gabaergic_sleep_promotion,variable:GABA neuron,mechanism_measured_by_variable,1.0,{}
variable:GABA neuron,modality:electrophysiology,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.brainresbull.2026.112041,finding:E_8cc8c9aab5ce,paper_reports_finding,1.0,{}
finding:E_8cc8c9aab5ce,mechanism:confound / methodological limitation,finding_supports_mechanism,0.16,{}
mechanism:confound / methodological limitation,variable:age,mechanism_measured_by_variable,1.0,{}
variable:age,modality:Method,variable_belongs_to_modality,1.0,{}
paper:doi:10.1093/cercor/bhq064,finding:E_fceaaeef3688,paper_reports_finding,1.0,{}
finding:E_fceaaeef3688,mechanism:REM_NREM_switching,finding_supports_mechanism,0.203,{}
mechanism:REM_NREM_switching,variable:REM latency,mechanism_measured_by_variable,1.0,{}
variable:REM latency,modality:PSG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1093/cercor/bhq064,finding:E_bf5fda3d23c2,paper_reports_finding,1.0,{}
finding:E_bf5fda3d23c2,mechanism:white matter integrity,finding_supports_mechanism,0.203,{}
mechanism:white matter integrity,variable:FA,mechanism_measured_by_variable,1.0,{}
variable:FA,modality:DTI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1093/cercor/bhq064,finding:E_c7fe6b1b7cc8,paper_reports_finding,1.0,{}
finding:E_c7fe6b1b7cc8,mechanism:REM_NREM_switching,finding_supports_mechanism,0.203,{}
mechanism:REM_NREM_switching,variable:REM latency,mechanism_measured_by_variable,1.0,{}
variable:REM latency,modality:PSG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1093/cercor/bhq064,finding:E_f4221c0b7154,paper_reports_finding,1.0,{}
finding:E_f4221c0b7154,mechanism:white matter integrity,finding_supports_mechanism,0.203,{}
mechanism:white matter integrity,variable:FA,mechanism_measured_by_variable,1.0,{}
variable:FA,modality:DTI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1093/cercor/bhq064,finding:E_3f8f2426dbe5,paper_reports_finding,1.0,{}
finding:E_3f8f2426dbe5,mechanism:REM_NREM_switching,finding_supports_mechanism,0.203,{}
mechanism:REM_NREM_switching,variable:REM latency,mechanism_measured_by_variable,1.0,{}
variable:REM latency,modality:PSG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1093/cercor/bhq064,finding:E_b205a12ab182,paper_reports_finding,1.0,{}
finding:E_b205a12ab182,mechanism:white matter integrity,finding_supports_mechanism,0.313,{}
mechanism:white matter integrity,variable:FA,mechanism_measured_by_variable,1.0,{}
variable:FA,modality:DTI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1093/cercor/bhq064,finding:E_7d0c6ad30c53,paper_reports_finding,1.0,{}
finding:E_7d0c6ad30c53,mechanism:REM_NREM_switching,finding_supports_mechanism,0.313,{}
mechanism:REM_NREM_switching,variable:REM latency,mechanism_measured_by_variable,1.0,{}
variable:REM latency,modality:PSG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1101/2020.09.01.274977,finding:E_c5018c39601f,paper_reports_finding,1.0,{}
finding:E_c5018c39601f,mechanism:REM_NREM_switching,finding_supports_mechanism,0.303,{}
mechanism:REM_NREM_switching,variable:REM latency,mechanism_measured_by_variable,1.0,{}
variable:REM latency,modality:PSG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1101/2020.09.01.274977,finding:E_b6b3b0f8d47d,paper_reports_finding,1.0,{}
finding:E_b6b3b0f8d47d,mechanism:spindle generation,finding_supports_mechanism,0.193,{}
mechanism:spindle generation,variable:spindle_density,mechanism_measured_by_variable,1.0,{}
variable:spindle_density,modality:EEG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1101/2020.09.01.274977,finding:E_4b6d0e43374e,paper_reports_finding,1.0,{}
finding:E_4b6d0e43374e,mechanism:thalamic_reticular_spindle,finding_supports_mechanism,0.193,{}
mechanism:thalamic_reticular_spindle,variable:spindle,mechanism_measured_by_variable,1.0,{}
variable:spindle,modality:electrophysiology,variable_belongs_to_modality,1.0,{}
paper:doi:10.1101/2020.09.01.274977,finding:E_8ca6d8bc2c83,paper_reports_finding,1.0,{}
finding:E_8ca6d8bc2c83,mechanism:REM_NREM_switching,finding_supports_mechanism,0.193,{}
